Episode,Total Reward,Epsilon,Avg Reward (Last 100),Total Frames,Frame Rate,Model Updates,Running Reward,Training Time
63,0.0,1.0,0.171875,1849.0,2772.5190462435185,1849,0.171875,0.6669025421142578
64,0.0,1.0,0.1692307692307692,1872.0,2855.869801148133,1872,0.1692307692307692,0.6554920673370361
65,0.0,1.0,0.1666666666666666,1895.0,3366.607189222731,1895,0.1666666666666666,0.5628812313079834
66,2.0,1.0,0.1940298507462686,1991.0,754.8850513336813,1991,0.1940298507462686,2.6374876499176025
67,0.0,1.0,0.1911764705882352,2012.0,3036.2560302800257,2012,0.1911764705882352,0.6626582145690918
68,1.0,1.0,0.2028985507246377,2063.0,1603.1175003899943,2063,0.2028985507246377,1.286867618560791
69,3.0,1.0,0.2428571428571428,2195.0,607.7228838279589,2195,0.2428571428571428,3.6118435859680176
70,0.0,1.0,0.2394366197183098,2218.0,2825.909112503972,2218,0.2394366197183098,0.7848801612854004
71,0.0,1.0,0.2361111111111111,2241.0,3504.066924243486,2241,0.2361111111111111,0.6395425796508789
72,1.0,1.0,0.2465753424657534,2310.0,1214.4513972121688,2310,0.2465753424657534,1.902093410491944
73,0.0,1.0,0.2432432432432432,2333.0,3687.155028162412,2333,0.2432432432432432,0.6327371597290039
74,0.0,1.0,0.24,2354.0,4143.626427842991,2354,0.24,0.5681014060974121
75,0.0,1.0,0.2368421052631578,2377.0,3538.3036872337143,2377,0.2368421052631578,0.6717908382415771
76,0.0,1.0,0.2337662337662337,2400.0,3672.458376093976,2400,0.2337662337662337,0.6535131931304932
77,0.0,1.0,0.2307692307692307,2423.0,4462.527111168878,2423,0.2307692307692307,0.5429658889770508
78,0.0,1.0,0.2278481012658227,2444.0,3914.334582376313,2444,0.2278481012658227,0.6243717670440674
79,0.0,1.0,0.225,2467.0,4457.055267005117,2467,0.225,0.553504467010498
80,0.0,1.0,0.2222222222222222,2490.0,3692.902727576821,2490,0.2222222222222222,0.6742663383483887
81,1.0,1.0,0.2317073170731707,2541.0,1811.6604135750529,2541,0.2317073170731707,1.402580738067627
82,0.0,1.0,0.2289156626506024,2564.0,3882.910901198792,2564,0.2289156626506024,0.6603293418884277
83,0.0,1.0,0.2261904761904762,2587.0,4672.507207708432,2587,0.2261904761904762,0.5536642074584961
84,0.0,1.0,0.2235294117647059,2610.0,3935.4678285628006,2610,0.2235294117647059,0.6631994247436523
85,0.0,1.0,0.2209302325581395,2633.0,4026.80100710112,2633,0.2209302325581395,0.6538689136505127
86,0.0,1.0,0.2183908045977011,2656.0,4070.385585812057,2656,0.2183908045977011,0.6525180339813232
87,1.0,1.0,0.2272727272727272,2707.0,2101.038572090781,2707,0.2272727272727272,1.2884104251861572
88,0.0,1.0,0.2247191011235955,2730.0,4112.485129191607,2730,0.2247191011235955,0.6638321876525879
89,0.0,1.0,0.2222222222222222,2751.0,5076.652389806332,2751,0.2222222222222222,0.5418925285339355
90,0.0,1.0,0.2197802197802197,2774.0,4000.9873674017344,2774,0.2197802197802197,0.693328857421875
91,0.0,1.0,0.217391304347826,2797.0,4300.801501609391,2797,0.217391304347826,0.6503438949584961
92,0.0,1.0,0.2150537634408602,2820.0,4308.320179676991,2820,0.2150537634408602,0.6545474529266357
93,0.0,1.0,0.2127659574468085,2841.0,5271.664475599344,2841,0.2127659574468085,0.5389189720153809
94,0.0,1.0,0.2105263157894736,2864.0,4189.695919641456,2864,0.2105263157894736,0.6835818290710449
95,2.0,1.0,0.2291666666666666,2946.0,1349.0242051879552,2946,0.2291666666666666,2.18380069732666
96,0.0,1.0,0.2268041237113402,2967.0,5424.820375650666,2967,0.2268041237113402,0.5469305515289307
97,0.0,1.0,0.2244897959183673,2990.0,4484.327506541821,2990,0.2244897959183673,0.6667666435241699
98,1.0,1.0,0.2323232323232323,3059.0,1612.202815957048,3059,0.2323232323232323,1.8974039554595947
99,0.0,1.0,0.23,3081.0,4684.268444873627,3081,0.23,0.6577334403991699
100,0.0,1.0,0.23,3104.0,4647.690390053984,3104,0.23,0.6678586006164551
101,0.0,1.0,0.23,3127.0,5905.32126297514,3127,0.23,0.5295224189758301
102,0.0,1.0,0.23,3150.0,4998.309918832673,3150,0.23,0.6302130222320557
103,0.0,1.0,0.23,3173.0,5191.7803153955865,3173,0.23,0.6111583709716797
104,0.0,1.0,0.23,3196.0,4917.348022165306,3196,0.23,0.6499438285827637
105,2.0,1.0,0.25,3294.0,1109.532054034129,3294,0.25,2.9688191413879395
106,0.0,1.0,0.24,3315.0,5328.072912435488,3315,0.24,0.6221761703491211
107,0.0,1.0,0.24,3336.0,4718.624355675101,3336,0.24,0.7069857120513916
108,0.0,1.0,0.24,3357.0,5367.669931426323,3357,0.24,0.6254110336303711
109,1.0,1.0,0.25,3428.0,1555.5942042783922,3428,0.25,2.2036595344543457
110,0.0,1.0,0.25,3451.0,5221.819091717519,3451,0.25,0.6608808040618896
111,2.0,1.0,0.27,3549.0,1109.5957962097368,3549,0.27,3.198462009429932
112,0.0,1.0,0.27,3570.0,5784.484795010104,3570,0.27,0.6171681880950928
113,0.0,1.0,0.26,3593.0,5004.572575120224,3593,0.26,0.7179434299468994
114,1.0,1.0,0.26,3664.0,1689.0233048472376,3664,0.26,2.1693010330200195
115,1.0,1.0,0.26,3733.0,1513.5957582722508,3733,0.26,2.4663124084472656
116,0.0,1.0,0.26,3756.0,4578.0855450557865,3756,0.26,0.8204302787780762
117,0.0,1.0,0.26,3779.0,5348.146423974127,3779,0.26,0.7065999507904053
118,1.0,1.0,0.27,3848.0,1722.487473779307,3848,0.27,2.233978509902954
119,0.0,1.0,0.27,3871.0,5941.364438724485,3871,0.27,0.651533842086792
120,0.0,1.0,0.27,3894.0,4715.951993361189,3894,0.27,0.8257081508636475
121,0.0,1.0,0.27,3917.0,5227.400981074995,3917,0.27,0.7493207454681396
122,0.0,1.0,0.27,3938.0,6782.2540373030415,3938,0.27,0.5806329250335693
123,0.0,1.0,0.26,3961.0,5335.572266238459,3961,0.26,0.7423758506774902
124,0.0,1.0,0.26,3984.0,5216.839993893433,3984,0.26,0.7636806964874268
125,2.0,1.0,0.28,4082.0,1397.4353662585754,4082,0.28,2.921065330505371
126,1.0,1.0,0.29,4153.0,1679.4729752856651,4153,0.29,2.47279953956604
127,0.0,1.0,0.29,4176.0,5778.818352420745,4176,0.29,0.7226390838623047
128,0.0,1.0,0.29,4197.0,7296.286010697714,4197,0.29,0.5752241611480713
129,1.0,1.0,0.3,4269.0,1967.0750714659,4269,0.3,2.170227289199829
130,0.0,1.0,0.29,4292.0,5562.782092998391,4292,0.29,0.7715563774108887
131,0.0,1.0,0.29,4313.0,6776.044517294801,4313,0.29,0.6365070343017578
132,1.0,1.0,0.3,4382.0,2132.551033164267,4382,0.3,2.054816007614136
133,0.0,1.0,0.3,4405.0,5930.26008086583,4405,0.3,0.7428004741668701
134,1.0,1.0,0.3,4477.0,1745.503756692311,4477,0.3,2.564875602722168
135,0.0,1.0,0.3,4500.0,5163.800695515428,4500,0.3,0.8714511394500732
136,0.0,1.0,0.3,4521.0,6714.992927858205,4521,0.3,0.673269510269165
137,0.0,1.0,0.3,4544.0,4928.698518487678,4544,0.3,0.9219472408294678
138,0.0,1.0,0.3,4567.0,6003.016762353649,4567,0.3,0.7607841491699219
139,0.0,1.0,0.3,4590.0,5014.006706401553,4590,0.3,0.915435552597046
140,0.0,1.0,0.3,4613.0,4886.822835941338,4613,0.3,0.94396710395813
141,1.0,1.0,0.29,4664.0,2402.9881425585586,4664,0.29,1.9409167766571045
142,0.0,1.0,0.29,4685.0,5950.397864795193,4685,0.29,0.7873423099517822
143,0.0,1.0,0.29,4708.0,4977.0108400571735,4708,0.29,0.9459493160247804
144,0.0,1.0,0.28,4731.0,6167.394384053185,4731,0.28,0.7670986652374268
145,0.0,1.0,0.28,4754.0,5198.704950597273,4754,0.28,0.9144585132598876
146,0.0,1.0,0.28,4777.0,5217.483405300034,4777,0.28,0.9155755043029784
147,0.0,1.0,0.28,4798.0,6189.266666646163,4798,0.28,0.7752130031585693
148,0.0,1.0,0.28,4819.0,6260.368509146322,4819,0.28,0.7697629928588867
149,1.0,1.0,0.29,4869.0,2571.355925148124,4869,0.29,1.8935534954071045
150,0.0,1.0,0.29,4892.0,5796.50257457103,4892,0.29,0.8439571857452393
151,2.0,1.0,0.31,5011.0,1271.5710095475256,5011,0.31,3.9407944679260254
152,1.0,1.0,0.32,5083.0,2173.663412642774,5083,0.32,2.3384485244750977
153,1.0,1.0,0.33,5159.0,2137.5588648216985,5159,0.33,2.4135007858276367
154,0.0,1.0,0.33,5181.0,7137.907698250496,5181,0.33,0.7258429527282715
155,0.0,1.0,0.33,5204.0,6565.800873608872,5204,0.33,0.7925918102264404
156,0.0,1.0,0.33,5227.0,8093.889462849582,5227,0.33,0.6457958221435547
157,0.0,1.0,0.33,5250.0,6560.725025481543,5250,0.33,0.8002164363861084
158,0.0,1.0,0.33,5273.0,7186.174211209509,5273,0.33,0.7337701320648193
159,0.0,1.0,0.33,5296.0,7447.924952874251,5296,0.33,0.7110705375671387
160,3.0,1.0,0.36,5464.0,1078.7442152126448,5464,0.36,5.065148830413818
161,0.0,1.0,0.35,5487.0,7437.646535960893,5487,0.35,0.7377333641052246
162,0.0,1.0,0.35,5510.0,6002.231763089828,5510,0.35,0.9179918766021729
163,0.0,1.0,0.35,5533.0,5950.668638676975,5533,0.35,0.9298114776611328
164,0.0,1.0,0.35,5556.0,4430.0393422565685,5556,0.35,1.2541649341583252
165,0.0,1.0,0.35,5579.0,5892.028927316856,5579,0.35,0.9468724727630616
166,1.0,1.0,0.34,5650.0,1637.1567388261017,5650,0.34,3.451105117797852
167,0.0,1.0,0.34,5673.0,5325.535874641699,5673,0.34,1.0652449131011963
168,1.0,1.0,0.34,5722.0,2672.296589888372,5722,0.34,2.1412293910980225
169,0.0,1.0,0.31,5745.0,6120.096494039731,5745,0.31,0.9387106895446776
170,0.0,1.0,0.31,5768.0,6600.261981294378,5768,0.31,0.8739047050476074
171,0.0,1.0,0.31,5791.0,7490.422176807435,5791,0.31,0.773120641708374
172,0.0,1.0,0.3,5814.0,6770.998518946325,5814,0.3,0.8586621284484863
173,2.0,1.0,0.32,5931.0,1582.3942837314644,5931,0.32,3.748117685317993
174,0.0,1.0,0.32,5954.0,7594.922061748066,5954,0.32,0.783944845199585
175,0.0,1.0,0.32,5977.0,6822.099984026025,5977,0.32,0.8761231899261475
176,0.0,1.0,0.32,5998.0,8125.057049786873,5998,0.32,0.7382102012634277
177,0.0,1.0,0.32,6019.0,8794.750421961728,6019,0.32,0.6843855381011963
178,0.0,1.0,0.32,6042.0,8125.209732943927,6042,0.32,0.7436115741729736
179,1.0,1.0,0.33,6110.0,2786.073397525483,6110,0.33,2.1930506229400635
180,0.0,1.0,0.33,6133.0,6870.398846193909,6133,0.33,0.8926701545715332
181,0.0,1.0,0.32,6154.0,7981.015934051154,6154,0.32,0.7710797786712646
182,0.0,1.0,0.32,6177.0,6496.827045111798,6177,0.32,0.9507718086242676
183,0.0,1.0,0.32,6198.0,7971.966630726374,6198,0.32,0.7774744033813477
184,3.0,1.0,0.35,6343.0,1209.626585634697,6343,0.35,5.243767023086548
185,0.0,1.0,0.35,6366.0,6937.0801074664,6366,0.35,0.9176771640777588
186,0.0,1.0,0.35,6389.0,7516.3828834287,6389,0.35,0.8500099182128906
187,0.0,1.0,0.34,6412.0,7283.339629304648,6412,0.34,0.8803653717041016
188,0.0,1.0,0.34,6435.0,10300.711362046468,6435,0.34,0.6247141361236572
189,0.0,1.0,0.34,6456.0,8928.155699201267,6456,0.34,0.7231056690216064
190,0.0,1.0,0.34,6479.0,10225.62523908488,6479,0.34,0.6336042881011963
191,0.0,1.0,0.34,6500.0,8045.128064693947,6500,0.34,0.8079423904418945
192,0.0,1.0,0.34,6523.0,9868.598173262337,6523,0.34,0.6609854698181152
193,1.0,1.0,0.35,6574.0,4021.576259689004,6574,0.35,1.6346824169158936
194,0.0,1.0,0.35,6597.0,8383.804183141992,6597,0.35,0.7868742942810059
195,0.0,1.0,0.33,6620.0,8070.881064324239,6620,0.33,0.820232629776001
196,0.0,1.0,0.33,6641.0,10293.932619880545,6641,0.33,0.6451373100280762
197,0.0,1.0,0.33,6664.0,8237.630915737616,6664,0.33,0.8089704513549805
198,0.0,1.0,0.32,6687.0,10010.33638597562,6687,0.32,0.6680095195770264
199,0.0,1.0,0.32,6708.0,8387.02761793246,6708,0.32,0.7998065948486328
200,0.0,1.0,0.32,6731.0,9746.635327585163,6731,0.32,0.6905972957611084
201,0.0,1.0,0.32,6752.0,7215.940690550665,6752,0.32,0.9357061386108398
202,1.0,1.0,0.33,6820.0,2817.5838035847787,6820,0.33,2.42051362991333
203,0.0,1.0,0.33,6843.0,8472.008316857635,6843,0.33,0.8077187538146973
204,0.0,1.0,0.33,6866.0,8061.480494962921,6866,0.33,0.8517045974731445
205,0.0,1.0,0.31,6889.0,8963.497506654867,6889,0.31,0.768561601638794
206,0.0,1.0,0.31,6912.0,7994.351827784777,6912,0.31,0.8646104335784912
207,0.0,1.0,0.31,6935.0,9302.013405133528,6935,0.31,0.745537519454956
208,0.0,1.0,0.31,6958.0,7171.371303179007,6958,0.31,0.9702467918395996
209,0.0,1.0,0.3,6981.0,7526.059679119094,6981,0.3,0.927577018737793
210,0.0,1.0,0.3,7004.0,8805.353672306224,7004,0.3,0.7954251766204834
211,0.0,1.0,0.28,7027.0,10862.656460550445,7027,0.28,0.646895170211792
212,0.0,1.0,0.28,7050.0,9503.456454687364,7050,0.28,0.741835355758667
213,0.0,1.0,0.28,7073.0,9862.283923476183,7073,0.28,0.7171766757965088
214,0.0,1.0,0.27,7096.0,8815.963573567615,7096,0.27,0.804903507232666
215,1.0,1.0,0.27,7166.0,3029.4643778388267,7166,0.27,2.3654346466064453
216,1.0,1.0,0.28,7215.0,4720.7497064926665,7215,0.28,1.5283589363098145
217,1.0,1.0,0.29,7287.0,3182.4006142416983,7287,0.29,2.289780855178833
218,0.0,1.0,0.28,7310.0,9521.680118805314,7310,0.28,0.7677216529846191
219,0.0,1.0,0.28,7333.0,8325.340859033073,7333,0.28,0.8808047771453857
220,0.0,1.0,0.28,7356.0,7540.253614779956,7356,0.28,0.9755640029907228
221,1.0,1.0,0.29,7425.0,3304.5012753693127,7425,0.29,2.2469351291656494
222,0.0,1.0,0.29,7448.0,10116.320085699535,7448,0.29,0.7362360954284668
223,0.0,1.0,0.29,7471.0,11597.81779124506,7471,0.29,0.6441729068756104
224,1.0,1.0,0.3,7522.0,4658.895335663749,7522,0.3,1.614545822143555
225,0.0,1.0,0.28,7545.0,10196.349886037848,7545,0.28,0.7399706840515137
226,0.0,1.0,0.27,7568.0,10758.449302501194,7568,0.27,0.7034471035003662
227,0.0,1.0,0.27,7591.0,12121.11677196215,7591,0.27,0.6262624263763428
228,0.0,1.0,0.27,7612.0,10142.401340839766,7612,0.27,0.7505125999450684
229,0.0,1.0,0.26,7635.0,11116.634465980997,7635,0.26,0.6868085861206055
230,0.0,1.0,0.26,7658.0,10023.539114139534,7658,0.26,0.7640016078948975
231,0.0,1.0,0.26,7681.0,10279.307319118332,7681,0.26,0.7472293376922607
232,2.0,1.0,0.27,7781.0,2376.9052910882183,7781,0.27,3.2735843658447266
233,0.0,1.0,0.27,7802.0,12731.839601345551,7802,0.27,0.6127943992614746
234,0.0,1.0,0.26,7825.0,10302.21921718596,7825,0.26,0.759545087814331
235,0.0,1.0,0.26,7848.0,10638.60522627104,7848,0.26,0.7376906871795654
236,0.0,1.0,0.26,7871.0,12449.033095741062,7871,0.26,0.6322579383850098
237,0.0,1.0,0.26,7894.0,9305.429770777826,7894,0.26,0.8483219146728516
238,0.0,1.0,0.26,7915.0,10543.432509221318,7915,0.26,0.750704288482666
239,0.0,1.0,0.26,7938.0,9072.452384618047,7938,0.26,0.8749563694000244
240,1.0,1.0,0.27,8008.0,3340.9579278652,8008,0.27,2.3969173431396484
241,0.0,1.0,0.26,8031.0,12899.190316777222,8031,0.26,0.6225972175598145
242,2.0,1.0,0.28,8132.0,2402.4290289491737,8132,0.28,3.384907484054565
243,0.0,1.0,0.28,8155.0,11176.448773417183,8155,0.28,0.7296593189239502
244,0.0,1.0,0.28,8178.0,10380.932008124124,8178,0.28,0.7877905368804932
245,0.0,1.0,0.28,8201.0,8855.718252247818,8201,0.28,0.9260683059692384
246,0.0,1.0,0.28,8224.0,8428.444287628907,8224,0.28,0.975743532180786
247,2.0,1.0,0.3,8320.0,2289.6933304069653,8320,0.3,3.633674383163452
248,0.0,1.0,0.3,8343.0,11247.580334697774,8343,0.3,0.7417595386505127
249,0.0,1.0,0.29,8366.0,9452.26203010486,8366,0.29,0.8850791454315186
250,0.0,1.0,0.29,8389.0,9363.98247068401,8389,0.29,0.8958795070648193
251,0.0,1.0,0.27,8410.0,10409.873753254737,8410,0.27,0.8078868389129639
252,0.0,1.0,0.26,8431.0,10417.252755423502,8431,0.26,0.8093304634094238
253,1.0,1.0,0.26,8500.0,3394.7607599850808,8500,0.26,2.5038583278656006
254,2.0,1.0,0.28,8597.0,2046.997466687868,8597,0.28,4.199809789657593
255,0.0,1.0,0.28,8620.0,8213.442522100593,8620,0.28,1.0494990348815918
256,0.0,1.0,0.28,8643.0,12626.370204424533,8643,0.28,0.6845197677612305
257,0.0,1.0,0.28,8666.0,8815.161734247933,8666,0.28,0.983078956604004
258,0.0,1.0,0.28,8689.0,11820.424556072918,8689,0.28,0.7350835800170898
259,0.0,1.0,0.28,8712.0,11614.82586332177,8712,0.28,0.7500758171081543
260,0.0,1.0,0.25,8735.0,12741.009919190748,8735,0.25,0.6855814456939697
261,0.0,1.0,0.25,8758.0,8954.8428129356,8758,0.25,0.978018283843994
262,0.0,1.0,0.25,8781.0,9022.33314560376,8781,0.25,0.9732515811920166
263,0.0,1.0,0.25,8804.0,9641.290189979094,8804,0.25,0.9131557941436768
264,0.0,1.0,0.25,8827.0,13036.801530198496,8827,0.25,0.6770832538604736
265,0.0,1.0,0.25,8850.0,10833.651818582195,8850,0.25,0.8168990612030029
266,0.0,1.0,0.24,8873.0,10524.793544863924,8873,0.24,0.8430569171905518
267,0.0,1.0,0.24,8896.0,9615.540604673695,8896,0.24,0.9251689910888672
268,0.0,1.0,0.23,8917.0,11889.594125745987,8917,0.23,0.749983549118042
269,0.0,1.0,0.23,8940.0,9625.845731105304,8940,0.23,0.9287495613098145
270,0.0,1.0,0.23,8963.0,12110.983600652946,8963,0.23,0.7400720119476318
271,0.0,1.0,0.23,8984.0,12568.099996131006,8984,0.23,0.7148256301879883
272,0.0,1.0,0.23,9007.0,14059.18931477536,9007,0.23,0.640648603439331
273,1.0,1.0,0.22,9059.0,5000.610653524099,9059,0.22,1.811578750610352
274,0.0,1.0,0.22,9082.0,11772.591633113989,9082,0.22,0.7714529037475586
275,2.0,1.0,0.24,9180.0,2691.583343626773,9180,0.24,3.410631895065308
276,0.0,1.0,0.24,9203.0,13346.714462895789,9203,0.24,0.689532995223999
277,0.0,1.0,0.24,9226.0,11075.646837729151,9226,0.24,0.8329987525939941
278,2.0,1.0,0.26,9347.0,2306.3960630231163,9347,0.26,4.052643060684204
279,0.0,1.0,0.25,9370.0,11615.548768269076,9370,0.25,0.8066773414611816
280,0.0,1.0,0.25,9393.0,11392.301843057456,9393,0.25,0.8245041370391846
281,0.0,1.0,0.25,9416.0,12165.529429667164,9416,0.25,0.7739901542663574
282,0.0,1.0,0.25,9439.0,13547.444399921296,9439,0.25,0.6967365741729736
283,0.0,1.0,0.25,9462.0,12304.534584089322,9462,0.25,0.7689847946166992
284,0.0,1.0,0.22,9485.0,12123.126606506568,9485,0.22,0.7823889255523682
285,0.0,1.0,0.22,9508.0,11014.95697173939,9508,0.22,0.8631899356842041
286,0.0,1.0,0.22,9531.0,14014.858188995564,9531,0.22,0.6800639629364014
287,0.0,1.0,0.22,9554.0,12328.878263635876,9554,0.22,0.7749285697937012
288,0.0,1.0,0.22,9577.0,12495.349309920914,9577,0.22,0.7664451599121094
289,0.0,1.0,0.22,9600.0,10657.49272853213,9600,0.22,0.9007747173309326
290,0.0,1.0,0.22,9623.0,13753.292463284151,9623,0.22,0.6996870040893555
291,1.0,1.0,0.23,9675.0,5801.481740723681,9675,0.23,1.667677402496338
292,1.0,1.0,0.24,9726.0,5636.115847518793,9726,0.24,1.725656509399414
293,0.0,1.0,0.23,9747.0,13127.33899054509,9747,0.23,0.7424962520599365
294,0.0,1.0,0.23,9768.0,12406.838537124251,9768,0.23,0.7873077392578125
295,0.0,1.0,0.23,9791.0,14812.581459687304,9791,0.23,0.6609921455383301
296,0.0,1.0,0.23,9814.0,11447.94304910449,9814,0.23,0.8572719097137451
297,0.0,1.0,0.23,9837.0,11604.333001641957,9837,0.23,0.8477005958557129
298,0.0,1.0,0.23,9860.0,12077.369952240526,9860,0.23,0.8164029121398926
299,0.0,1.0,0.23,9883.0,12874.214718772291,9883,0.23,0.7676584720611572
300,0.0,1.0,0.23,9906.0,11772.188941976274,9906,0.23,0.8414747714996338
301,0.0,1.0,0.23,9929.0,12854.92659693243,9929,0.23,0.7723886966705322
302,0.0,1.0,0.22,9952.0,13512.611439021097,9952,0.22,0.736497163772583
303,0.0,1.0,0.22,9975.0,16180.20769884943,9975,0.22,0.6164939403533936
