Episode,Total Reward,Epsilon,Avg Reward (Last 100),Total Frames,Frame Rate,Model Updates,Running Reward,Training Time
2673,0.0,0.9642079000011784,0.12,89769.0,29542.863357505244,89769,0.12,3.038601875305176
2674,0.0,0.9641872000011792,0.12,89792.0,29341.374968904907,89792,0.12,3.060251951217652
2675,2.0,0.964099000001182,0.14,89890.0,7125.291111579546,89890,0.14,12.615624904632568
2676,1.0,0.964035100001184,0.15,89961.0,9752.574257411412,89961,0.15,9.22433376312256
2677,1.0,0.9639901000011856,0.16,90011.0,13875.187876124346,90011,0.16,6.487191438674927
2678,0.0,0.9639712000011862,0.16,90032.0,28033.56989473536,90032,0.16,3.211578130722046
2679,0.0,0.9639514000011868,0.16,90054.0,29665.251453540084,90054,0.16,3.035672903060913
2680,0.0,0.9639307000011876,0.16,90077.0,25648.3827302168,90077,0.16,3.511995315551758
2681,0.0,0.9639100000011882,0.16,90100.0,26198.01896899372,90100,0.16,3.4391913414001465
2682,0.0,0.9638893000011888,0.16,90123.0,31256.51507845111,90123,0.16,2.8833348751068115
2683,1.0,0.963825400001191,0.17,90194.0,9536.115649090174,90194,0.17,9.458148717880247
2684,1.0,0.9637615000011932,0.18,90265.0,9564.24719344322,90265,0.18,9.437752723693848
2685,0.0,0.9637408000011938,0.18,90288.0,25710.28996310694,90288,0.18,3.5117456912994385
2686,0.0,0.9637201000011943,0.17,90311.0,30884.66663274824,90311,0.17,2.924137115478516
2687,0.0,0.9636994000011952,0.17,90334.0,29347.90008732607,90334,0.17,3.0780396461486816
2688,0.0,0.9636787000011958,0.16,90357.0,27242.02071540861,90357,0.16,3.316824436187744
2689,0.0,0.9636598000011964,0.16,90378.0,32396.35323976089,90378,0.16,2.789758443832397
2690,0.0,0.9636391000011972,0.16,90401.0,24826.19768309332,90401,0.16,3.641355037689209
2691,0.0,0.9636184000011978,0.16,90424.0,27593.938628826258,90424,0.16,3.276951551437378
2692,0.0,0.9635977000011984,0.16,90447.0,30233.56711994438,90447,0.16,2.9916086196899414
2693,0.0,0.9635770000011992,0.16,90470.0,25798.15804074731,90470,0.16,3.5068395137786865
2694,1.0,0.9635149000012012,0.17,90539.0,10003.238190429738,90539,0.17,9.050969123840332
2695,0.0,0.963494200001202,0.17,90562.0,27241.156634268697,90562,0.17,3.3244550228118896
2696,0.0,0.9634735000012026,0.17,90585.0,25072.414620621552,90585,0.17,3.612934827804565
2697,0.0,0.9634528000012031,0.17,90608.0,27363.31424248863,90608,0.17,3.3112947940826416
2698,2.0,0.963366400001206,0.19,90704.0,6712.994202024979,90704,0.19,13.51170539855957
2699,0.0,0.9633457000012068,0.19,90727.0,27159.24628089736,90727,0.19,3.3405566215515137
2700,1.0,0.9632836000012088,0.2,90796.0,9757.583811839906,90796,0.2,9.305172443389893
2701,0.0,0.9632629000012096,0.2,90819.0,32939.360823551266,90819,0.2,2.757157325744629
2702,0.0,0.9632422000012102,0.2,90842.0,25981.661676276563,90842,0.2,3.496389150619507
2703,0.0,0.9632215000012108,0.2,90865.0,29289.208886006112,90865,0.2,3.102337121963501
2704,0.0,0.9632008000012116,0.2,90888.0,26911.151073158067,90888,0.2,3.377336025238037
2705,0.0,0.9631801000012122,0.2,90911.0,29680.52692279161,90911,0.2,3.062984704971313
2706,0.0,0.9631612000012127,0.2,90932.0,28798.263218121843,90932,0.2,3.1575515270233154
2707,0.0,0.9631405000012137,0.18,90955.0,31012.95896840285,90955,0.18,2.9328062534332275
2708,0.0,0.9631198000012142,0.18,90978.0,26866.320519328587,90978,0.18,3.386321544647217
2709,0.0,0.9630991000012148,0.18,91001.0,28666.819454683868,91001,0.18,3.174436569213867
2710,0.0,0.9630784000012156,0.18,91024.0,24590.29482770925,91024,0.18,3.70162296295166
2711,0.0,0.9630577000012164,0.17,91047.0,29519.697842507416,91047,0.17,3.084279537200928
2712,1.0,0.9630118000012178,0.18,91098.0,13637.319878634458,91098,0.18,6.680051565170288
2713,0.0,0.9629911000012183,0.18,91121.0,26573.480346644254,91121,0.18,3.4290201663970947
2714,0.0,0.9629704000012193,0.18,91144.0,27424.35949742741,91144,0.18,3.3234686851501465
2715,0.0,0.9629497000012198,0.17,91167.0,31068.052680362383,91167,0.17,2.934429168701172
2716,0.0,0.9629290000012204,0.17,91190.0,29633.60368905953,91190,0.17,3.077249765396118
2717,1.0,0.962881300001222,0.18,91243.0,13489.303675497236,91243,0.18,6.764100074768066
2718,0.0,0.9628606000012228,0.18,91266.0,26189.69632631548,91266,0.18,3.4848055839538574
2719,2.0,0.9627706000012256,0.2,91366.0,6942.919458286848,91366,0.2,13.1595938205719
2720,0.0,0.9627499000012264,0.2,91389.0,28692.97558074881,91389,0.2,3.185065269470215
2721,0.0,0.9627292000012272,0.2,91412.0,27880.820964507973,91412,0.2,3.278669595718384
2722,0.0,0.9627085000012278,0.2,91435.0,31050.94258048684,91435,0.2,2.9446771144866943
2723,0.0,0.9626878000012284,0.2,91458.0,27375.39146553101,91458,0.2,3.340883731842041
2724,0.0,0.9626689000012292,0.2,91479.0,29341.12598131116,91479,0.2,3.11777400970459
2725,0.0,0.9626482000012296,0.2,91502.0,26620.53982594664,91502,0.2,3.4372706413269043
2726,0.0,0.9626275000012304,0.2,91525.0,25263.55427587882,91525,0.2,3.622807741165161
2727,0.0,0.9626068000012312,0.19,91548.0,25347.48596653642,91548,0.19,3.611719131469727
2728,0.0,0.9625879000012316,0.19,91569.0,31401.44811619873,91569,0.19,2.9160757064819336
2729,0.0,0.9625672000012324,0.19,91592.0,30095.591818009754,91592,0.19,3.04336929321289
2730,0.0,0.9625465000012332,0.19,91615.0,31594.586178031084,91615,0.19,2.899705648422241
2731,0.0,0.9625258000012338,0.19,91638.0,25654.5710419941,91638,0.19,3.57199501991272
2732,2.0,0.9624358000012369,0.21,91738.0,6937.836119514814,91738,0.21,13.222854852676392
2733,0.0,0.9624169000012374,0.21,91759.0,31518.374996335217,91759,0.21,2.911285877227783
2734,0.0,0.962396200001238,0.21,91782.0,27614.2693592284,91782,0.21,3.323716402053833
2735,0.0,0.9623755000012388,0.21,91805.0,28316.27127573285,91805,0.21,3.242128849029541
2736,0.0,0.9623548000012394,0.21,91828.0,26951.33120174368,91828,0.21,3.4071786403656006
2737,0.0,0.96233410000124,0.21,91851.0,31164.188829975268,91851,0.21,2.9473252296447754
2738,0.0,0.9623134000012408,0.21,91874.0,26305.703258126134,91874,0.21,3.492550611495972
2739,1.0,0.9622675000012424,0.22,91925.0,12882.47448197728,91925,0.22,7.135663270950317
2740,1.0,0.9622216000012438,0.23,91976.0,13229.48782706327,91976,0.23,6.952347755432129
2741,1.0,0.9621604000012458,0.23,92044.0,10331.601724379108,92044,0.23,8.908976793289185
2742,0.0,0.9621397000012464,0.23,92067.0,32050.04500271111,92067,0.23,2.872601270675659
2743,0.0,0.9621190000012472,0.23,92090.0,24835.56146416944,92090,0.23,3.707989454269409
2744,0.0,0.9621001000012478,0.23,92111.0,32313.713923145624,92111,0.23,2.8505234718322754
2745,2.0,0.9620119000012508,0.25,92209.0,7036.629483963324,92209,0.25,13.104143142700195
2746,0.0,0.9619912000012514,0.25,92232.0,22301.87423994869,92232,0.25,4.1356165409088135
2747,0.0,0.961970500001252,0.25,92255.0,31110.95459356016,92255,0.25,2.9653542041778564
2748,1.0,0.9619066000012542,0.26,92326.0,9051.67585478865,92326,0.26,10.199879169464111
2749,0.0,0.9618868000012548,0.26,92348.0,24818.338239860368,92348,0.26,3.720958232879639
2750,0.0,0.9618661000012556,0.26,92371.0,29252.18490109631,92371,0.26,3.1577470302581787
2751,0.0,0.9618454000012562,0.25,92394.0,26604.020156880084,92394,0.25,3.472933769226074
2752,0.0,0.9618265000012568,0.25,92415.0,30873.27843923625,92415,0.25,2.9933652877807617
2753,0.0,0.9618058000012576,0.25,92438.0,27750.09389779764,92438,0.25,3.331087827682495
2754,0.0,0.9617851000012582,0.25,92461.0,26605.949387371584,92461,0.25,3.4752001762390137
2755,0.0,0.9617644000012588,0.25,92484.0,26005.480114864808,92484,0.25,3.5563273429870605
2756,1.0,0.9617014000012608,0.26,92554.0,10067.42438372558,92554,0.26,9.193413972854614
2757,0.0,0.9616807000012616,0.25,92577.0,25664.30821486246,92577,0.25,3.607227563858032
2758,0.0,0.9616600000012624,0.25,92600.0,29321.897755057653,92600,0.25,3.1580493450164795
2759,0.0,0.9616411000012628,0.25,92621.0,31561.88511957189,92621,0.25,2.934583902359009
2760,0.0,0.9616204000012636,0.25,92644.0,27233.97647731653,92644,0.25,3.401780128479004
2761,0.0,0.9616015000012642,0.24,92665.0,33209.768610479456,92665,0.24,2.7902934551239014
2762,0.0,0.9615808000012648,0.24,92688.0,26189.843842606955,92688,0.24,3.5390818119049072
2763,0.0,0.9615601000012656,0.24,92711.0,30633.564527348582,92711,0.24,3.026451587677002
2764,0.0,0.9615394000012664,0.23,92734.0,29327.9442387311,92734,0.23,3.1619672775268555
2765,1.0,0.9614935000012678,0.24,92785.0,13282.950626531934,92785,0.24,6.985270261764526
2766,0.0,0.9614728000012684,0.24,92808.0,26291.530874999164,92808,0.24,3.5299580097198486
2767,0.0,0.9614539000012692,0.24,92829.0,32062.39646945009,92829,0.24,2.895260810852051
2768,0.0,0.9614332000012696,0.24,92852.0,29058.914196444475,92852,0.24,3.1953017711639404
2769,0.0,0.9614125000012704,0.24,92875.0,27518.975360955825,92875,0.24,3.374943971633911
2770,0.0,0.9613918000012712,0.24,92898.0,25916.33825756624,92898,0.24,3.584534168243408
2771,0.0,0.9613711000012718,0.24,92921.0,26426.851310951475,92921,0.24,3.5161585807800293
2772,0.0,0.9613504000012724,0.24,92944.0,25281.999772236217,92944,0.24,3.676291465759277
2773,0.0,0.9613297000012732,0.24,92967.0,31001.821633003405,92967,0.24,2.9987592697143555
2774,0.0,0.9613090000012738,0.24,92990.0,27756.87434180065,92990,0.24,3.350161075592041
2775,1.0,0.961244200001276,0.23,93062.0,9129.53347633209,93062,0.23,10.193511009216309
2776,0.0,0.9612235000012768,0.22,93085.0,24530.07076289066,93085,0.22,3.7947301864624015
2777,0.0,0.9612028000012772,0.21,93108.0,25029.31600087524,93108,0.21,3.719957828521729
2778,0.0,0.961182100001278,0.21,93131.0,29695.29316303824,93131,0.21,3.136220932006836
2779,0.0,0.9611614000012788,0.21,93154.0,23793.84283353617,93154,0.21,3.915046453475952
2780,2.0,0.9610732000012816,0.23,93252.0,7076.795939103047,93252,0.23,13.177149772644045
2781,1.0,0.9610129000012836,0.24,93319.0,10846.057946377989,93319,0.24,8.603955507278442
2782,0.0,0.9609922000012844,0.24,93342.0,26906.037756653182,93342,0.24,3.469184160232544
2783,1.0,0.9609454000012858,0.24,93394.0,13212.11949158059,93394,0.24,7.068812847137451
2784,4.0,0.9607915000012908,0.27,93565.0,4230.965418223338,93565,0.27,22.11433815956116
2785,0.0,0.9607708000012916,0.27,93588.0,28145.38811008505,93588,0.27,3.325162887573242
2786,0.0,0.9607519000012922,0.27,93609.0,31821.73642879072,93609,0.27,2.941668510437012
2787,0.0,0.9607330000012928,0.27,93630.0,32323.23936384125,93630,0.27,2.8966774940490723
2788,1.0,0.9606709000012948,0.28,93699.0,10332.116914773738,93699,0.28,9.068712711334229
2789,0.0,0.9606502000012956,0.28,93722.0,26454.74791366097,93722,0.28,3.542728900909424
2790,2.0,0.9605620000012984,0.3,93820.0,6790.486125684224,93820,0.3,13.816389322280884
2791,0.0,0.960543100001299,0.3,93841.0,32091.219311592,93841,0.3,2.9241955280303955
2792,0.0,0.9605242000012996,0.3,93862.0,31341.56810059725,93862,0.3,2.9948086738586426
2793,0.0,0.9605053000013004,0.3,93883.0,29016.97704897931,93883,0.3,3.2354507446289062
2794,2.0,0.960396400001304,0.31,94004.0,5668.781801921384,94004,0.31,16.582751512527466
2795,0.0,0.9603757000013046,0.31,94027.0,26629.11252398291,94027,0.31,3.530985116958618
2796,0.0,0.9603550000013052,0.31,94050.0,27459.17773719541,94050,0.31,3.425084352493286
2797,0.0,0.960334300001306,0.31,94073.0,24744.497590650528,94073,0.31,3.801774501800537
2798,1.0,0.960269500001308,0.3,94145.0,9576.221618906382,94145,0.3,9.831121683120728
2799,0.0,0.9602488000013089,0.3,94168.0,26424.994873285286,94168,0.3,3.563595771789551
2800,0.0,0.9602281000013094,0.29,94191.0,31001.652863860632,94191,0.29,3.038257360458374
2801,1.0,0.9601822000013108,0.3,94242.0,13532.730101255243,94242,0.3,6.964004993438721
2802,0.0,0.9601615000013116,0.3,94265.0,24829.225413151544,94265,0.3,3.7965340614318848
2803,0.0,0.9601408000013124,0.3,94288.0,25044.755048895127,94288,0.3,3.764780282974243
2804,0.0,0.960120100001313,0.3,94311.0,30062.807352376327,94311,0.3,3.137132167816162
2805,1.0,0.9600742000013144,0.31,94362.0,11379.376679033672,94362,0.31,8.292369842529297
2806,2.0,0.959964400001318,0.33,94484.0,5466.363395972299,94484,0.33,17.28461742401123
2807,0.0,0.9599437000013188,0.33,94507.0,30129.072086413704,94507,0.33,3.136737823486328
2808,0.0,0.9599230000013196,0.33,94530.0,26033.898783722427,94530,0.33,3.631035089492798
2809,1.0,0.9598555000013216,0.34,94605.0,8490.627459350644,94605,0.34,11.1422860622406
2810,2.0,0.9597673000013246,0.36,94703.0,6963.12414768542,94703,0.36,13.600647926330566
2811,1.0,0.9597034000013268,0.37,94774.0,9598.933741125034,94774,0.37,9.873388290405272
2812,1.0,0.9596584000013282,0.37,94824.0,13130.104363748296,94824,0.37,7.221877098083496
2813,1.0,0.9595963000013302,0.38,94893.0,9296.232530346058,94893,0.38,10.207683563232422
2814,0.0,0.9595756000013308,0.38,94916.0,22677.586959024426,94916,0.38,4.1854541301727295
2815,1.0,0.959511700001333,0.39,94987.0,9741.142101416212,94987,0.39,9.751115322113035
2816,0.0,0.9594910000013336,0.39,95010.0,26171.459221667006,95010,0.39,3.630290508270264
2817,0.0,0.9594721000013344,0.38,95031.0,32948.687349583735,95031,0.38,2.884212017059326
2818,0.0,0.959451400001335,0.38,95054.0,25553.427782318853,95054,0.38,3.7198140621185294
2819,0.0,0.9594307000013356,0.36,95077.0,27000.049046996377,95077,0.36,3.5213639736175537
2820,1.0,0.9593686000013376,0.37,95146.0,9709.032549011949,95146,0.37,9.799740552902222
2821,0.0,0.9593497000013383,0.37,95167.0,31506.431516335208,95167,0.37,3.020557880401612
2822,0.0,0.959329000001339,0.37,95190.0,26104.17062157361,95190,0.37,3.646543741226196
2823,0.0,0.9593083000013396,0.37,95213.0,27891.88463923325,95213,0.37,3.4136452674865723
2824,1.0,0.9592435000013418,0.38,95285.0,9515.559640733056,95285,0.38,10.013599157333374
2825,0.0,0.9592228000013424,0.38,95308.0,22362.829985795783,95308,0.38,4.2618935108184814
2826,0.0,0.9592021000013432,0.38,95331.0,28532.655839380823,95331,0.38,3.3411190509796143
2827,0.0,0.959181400001344,0.38,95354.0,25743.714421825764,95354,0.38,3.703972101211548
2828,0.0,0.9591607000013446,0.38,95377.0,27181.28906887741,95377,0.38,3.5089211463928223
2829,0.0,0.9591400000013452,0.38,95400.0,25344.119080748187,95400,0.38,3.7641868591308594
2830,0.0,0.959119300001346,0.38,95423.0,28520.36911457913,95423,0.38,3.3457841873168945
2831,0.0,0.9590986000013466,0.38,95446.0,23959.498901224124,95446,0.38,3.9836392402648926
2832,0.0,0.9590779000013472,0.36,95469.0,24099.277795408376,95469,0.36,3.9614880084991455
2833,0.0,0.959057200001348,0.36,95492.0,28778.55006554387,95492,0.36,3.318165779113769
2834,0.0,0.9590365000013488,0.36,95515.0,30089.21989838346,95515,0.36,3.1743927001953125
2835,2.0,0.9589276000013522,0.38,95636.0,5348.768970129462,95636,0.38,17.88000202178955
2836,0.0,0.9589087000013528,0.38,95657.0,31704.3136002468,95657,0.38,3.017160415649414
2837,1.0,0.958843900001355,0.39,95729.0,10070.794839089369,95729,0.39,9.505605220794678
2838,0.0,0.9588250000013556,0.39,95750.0,31375.610024392383,95750,0.39,3.051733493804932
2839,2.0,0.9587161000013592,0.4,95871.0,5301.97802233504,95871,0.4,18.082119464874268
2840,0.0,0.95869540000136,0.39,95894.0,24205.44627619016,95894,0.39,3.961670398712158
2841,0.0,0.9586747000013606,0.38,95917.0,25410.05854080515,95917,0.38,3.7747650146484375
2842,0.0,0.9586540000013613,0.38,95940.0,26623.313025856405,95940,0.38,3.6036086082458496
2843,0.0,0.958633300001362,0.38,95963.0,31467.591249198453,95963,0.38,3.049582004547119
2844,0.0,0.9586126000013626,0.38,95986.0,25887.262683582827,95986,0.38,3.7078466415405273
2845,0.0,0.9585919000013632,0.36,96009.0,25471.50594868252,96009,0.36,3.769270658493042
2846,0.0,0.958571200001364,0.36,96032.0,26580.86009510676,96032,0.36,3.6128251552581774
2847,0.0,0.9585505000013648,0.36,96055.0,29689.57424743054,96055,0.36,3.2353107929229736
2848,0.0,0.9585298000013652,0.35,96078.0,25412.84581204877,96078,0.35,3.780686378479004
2849,0.0,0.958509100001366,0.35,96101.0,25268.01457040932,96101,0.35,3.803266763687134
2850,0.0,0.9584884000013668,0.35,96124.0,28014.873443940585,96124,0.35,3.4311773777008057
2851,0.0,0.9584695000013672,0.35,96145.0,29546.2554266132,96145,0.35,3.2540502548217773
2852,0.0,0.958448800001368,0.35,96168.0,22424.82060474957,96168,0.35,4.288462400436401
2853,0.0,0.9584281000013688,0.35,96191.0,30291.92682863834,96191,0.35,3.175466537475586
2854,0.0,0.9584074000013694,0.35,96214.0,27059.6774259218,96214,0.35,3.5556225776672363
2855,0.0,0.95838670000137,0.35,96237.0,27698.995057790184,96237,0.35,3.474385976791382
2856,0.0,0.9583678000013708,0.34,96258.0,30696.586144178465,96258,0.34,3.1357884407043457
2857,0.0,0.9583471000013714,0.34,96281.0,25359.280535338872,96281,0.34,3.7966771125793457
2858,0.0,0.958326400001372,0.34,96304.0,27399.64690342222,96304,0.34,3.5147898197174072
2859,0.0,0.9583057000013728,0.34,96327.0,32194.36440324385,96327,0.34,2.9920454025268555
2860,0.0,0.9582850000013734,0.34,96350.0,26507.241745044008,96350,0.34,3.634855747222901
2861,0.0,0.958266100001374,0.34,96371.0,31070.53532212996,96371,0.34,3.1016845703125
2862,0.0,0.9582472000013746,0.34,96392.0,29461.58696668567,96392,0.34,3.2717857360839844
2863,2.0,0.9581608000013776,0.36,96488.0,7215.992728590237,96488,0.36,13.371410369873049
2864,0.0,0.9581401000013782,0.36,96511.0,29850.591865701845,96511,0.36,3.233135223388672
2865,0.0,0.9581194000013789,0.35,96534.0,24098.89410610174,96534,0.35,4.005743980407715
2866,0.0,0.9580987000013796,0.35,96557.0,27577.91740476977,96557,0.35,3.501243352890014
2867,0.0,0.9580780000013802,0.35,96580.0,27451.34114539038,96580,0.35,3.5182251930236816
2868,0.0,0.9580573000013808,0.35,96603.0,29600.034343379884,96603,0.35,3.263611078262329
2869,0.0,0.9580384000013816,0.35,96624.0,24852.03008290072,96624,0.35,3.887972116470337
2870,1.0,0.9579745000013836,0.36,96695.0,9486.991786115012,96695,0.36,10.19237732887268
2871,1.0,0.9579133000013856,0.37,96763.0,8584.831866524415,96763,0.37,11.27139139175415
2872,0.0,0.9578926000013864,0.37,96786.0,24924.779395789315,96786,0.37,3.883123636245728
2873,0.0,0.957871900001387,0.37,96809.0,27508.20619259588,96809,0.37,3.5192770957946777
2874,0.0,0.9578530000013876,0.37,96830.0,30378.52775001273,96830,0.37,3.187448740005493
2875,0.0,0.9578323000013884,0.36,96853.0,26192.53018517328,96853,0.36,3.697733640670776
2876,0.0,0.957811600001389,0.36,96876.0,25013.5813607148,96876,0.36,3.8729360103607178
2877,1.0,0.9577657000013904,0.37,96927.0,12155.07837234772,96927,0.37,7.974197864532471
2878,0.0,0.9577468000013912,0.37,96948.0,23314.96657600136,96948,0.37,4.158187389373779
2879,0.0,0.9577261000013918,0.37,96971.0,26923.474816831724,96971,0.37,3.601726770401001
2880,0.0,0.9577054000013924,0.35,96994.0,25742.928576847884,96994,0.35,3.767791986465454
2881,0.0,0.9576847000013932,0.34,97017.0,26718.54498981144,97017,0.34,3.631073474884033
2882,0.0,0.9576658000013938,0.34,97038.0,31530.18612272256,97038,0.34,3.077622175216675
2883,0.0,0.9576451000013944,0.33,97061.0,25735.103223657137,97061,0.33,3.771541118621826
2884,0.0,0.9576262000013952,0.29,97082.0,33294.9970210489,97082,0.29,2.915813446044922
2885,0.0,0.9576055000013958,0.29,97105.0,27699.0937454838,97105,0.29,3.505710363388061
2886,0.0,0.9575848000013965,0.29,97128.0,25191.34058089356,97128,0.29,3.855610609054565
2887,0.0,0.9575641000013972,0.29,97151.0,30587.329726886208,97151,0.29,3.1761844158172607
2888,0.0,0.9575452000013978,0.28,97172.0,27500.847205957856,97172,0.28,3.5334184169769287
2889,0.0,0.9575245000013984,0.28,97195.0,27252.707621666064,97195,0.28,3.566434621810913
2890,0.0,0.9575038000013992,0.26,97218.0,25451.37958835564,97218,0.26,3.819753646850586
2891,0.0,0.9574831000013998,0.26,97241.0,24712.259088500075,97241,0.26,3.934929609298706
2892,0.0,0.9574642000014004,0.26,97262.0,32286.125236449778,97262,0.26,3.0125014781951904
2893,0.0,0.9574435000014012,0.26,97285.0,25409.07201868317,97285,0.26,3.8287506103515625
2894,0.0,0.9574228000014018,0.24,97308.0,26562.756722720333,97308,0.24,3.6633245944976807
2895,1.0,0.9573751000014034,0.25,97361.0,12445.268185192994,97361,0.25,7.823133945465088
2896,2.0,0.9572887000014062,0.27,97457.0,6976.761274581322,97457,0.27,13.968802452087402
2897,0.0,0.9572680000014068,0.27,97480.0,26509.89297896965,97480,0.27,3.6771178245544434
2898,0.0,0.9572473000014076,0.26,97503.0,31769.28633607668,97503,0.26,3.069096326828003
2899,0.0,0.9572284000014082,0.26,97524.0,29199.34924043344,97524,0.26,3.339937448501587
2900,0.0,0.9572077000014088,0.26,97547.0,28328.97979541932,97547,0.26,3.443364381790161
2901,0.0,0.9571870000014095,0.25,97570.0,26641.59699756687,97570,0.25,3.662317991256714
2902,0.0,0.9571663000014102,0.25,97593.0,26292.69440279664,97593,0.25,3.711791515350342
2903,1.0,0.9571033000014124,0.26,97663.0,9461.200212853051,97663,0.26,10.322474718093872
2904,0.0,0.957082600001413,0.26,97686.0,25476.57689782956,97686,0.26,3.834345579147339
2905,0.0,0.9570619000014136,0.25,97709.0,26660.417788069,97709,0.25,3.6649463176727295
2906,0.0,0.9570412000014143,0.23,97732.0,26227.70076555471,97732,0.23,3.7262892723083496
2907,0.0,0.957020500001415,0.23,97755.0,30599.26112953637,97755,0.23,3.1946849822998047
2908,0.0,0.9569998000014156,0.23,97778.0,26566.010156619435,97778,0.23,3.680567741394043
2909,0.0,0.9569791000014164,0.22,97801.0,26743.452825160053,97801,0.22,3.6570072174072266
2910,0.0,0.9569584000014172,0.2,97824.0,24212.11125435517,97824,0.2,4.040292024612427
2911,0.0,0.9569395000014176,0.19,97845.0,28983.627582210047,97845,0.19,3.375871419906616
2912,2.0,0.9568513000014206,0.2,97943.0,6627.827713371645,97943,0.2,14.777541637420654
2913,1.0,0.9567874000014228,0.2,98014.0,9858.99147069997,98014,0.2,9.941584825515749
2914,0.0,0.9567667000014234,0.2,98037.0,26278.39423057198,98037,0.2,3.7307074069976807
2915,0.0,0.956746000001424,0.19,98060.0,28562.65806259315,98060,0.19,3.4331538677215576
2916,0.0,0.9567253000014247,0.19,98083.0,27946.826580596844,98083,0.19,3.509629249572754
2917,0.0,0.9567046000014254,0.19,98106.0,25396.25882056984,98106,0.19,3.8630099296569824
2918,0.0,0.956683900001426,0.19,98129.0,26080.33757929536,98129,0.19,3.762566328048706
2919,0.0,0.9566632000014268,0.19,98152.0,25485.453631540702,98152,0.19,3.851294994354248
2920,0.0,0.9566425000014276,0.18,98175.0,31441.70326618173,98175,0.18,3.1224453449249268
2921,0.0,0.9566218000014282,0.18,98198.0,24418.73909550433,98198,0.18,4.021419763565064
2922,0.0,0.9566011000014288,0.18,98221.0,24339.627210554463,98221,0.18,4.035435676574707
2923,0.0,0.9565804000014296,0.18,98244.0,24637.350278597165,98244,0.18,3.987604141235352
2924,0.0,0.95656150000143,0.17,98265.0,30741.69444274549,98265,0.17,3.1964731216430664
2925,0.0,0.9565408000014308,0.17,98288.0,26422.157140947184,98288,0.17,3.7199082374572754
2926,0.0,0.9565201000014316,0.17,98311.0,29178.08336439157,98311,0.17,3.3693439960479736
2927,0.0,0.9564994000014322,0.17,98334.0,25912.99547574766,98334,0.17,3.794775485992432
2928,0.0,0.9564787000014328,0.17,98357.0,27457.31149602719,98357,0.17,3.582178831100464
2929,1.0,0.9564328000014344,0.18,98408.0,12793.394065223478,98408,0.18,7.692094802856445
2930,0.0,0.9564121000014352,0.18,98431.0,29840.8330769074,98431,0.18,3.2985339164733887
2931,0.0,0.9563932000014356,0.18,98452.0,26960.57418689347,98452,0.18,3.651702642440796
2932,1.0,0.9563473000014372,0.19,98503.0,13356.2651485721,98503,0.19,7.375040769577026
2933,0.0,0.956326600001438,0.19,98526.0,27502.20141159352,98526,0.19,3.582476854324341
2934,0.0,0.9563059000014386,0.19,98549.0,26511.993760442023,98549,0.19,3.7171478271484375
2935,0.0,0.9562852000014392,0.17,98572.0,23496.374328950544,98572,0.17,4.195200443267822
2936,0.0,0.95626630000144,0.17,98593.0,27901.83442006784,98593,0.17,3.533566951751709
2937,0.0,0.9562456000014404,0.16,98616.0,24661.96428456865,98616,0.16,3.998708248138428
2938,1.0,0.9561808000014428,0.17,98688.0,9269.63034527294,98688,0.17,10.646379232406616
2939,5.0,0.9560368000014474,0.2,98848.0,4079.605058538895,98848,0.2,24.229796409606934
2940,1.0,0.9559909000014488,0.21,98899.0,12972.107626603793,98899,0.21,7.62397313117981
2941,0.0,0.9559720000014496,0.21,98920.0,26855.47712034843,98920,0.21,3.683419942855835
2942,0.0,0.9559513000014502,0.21,98943.0,30456.321957485165,98943,0.21,3.248685121536255
2943,0.0,0.9559306000014508,0.21,98966.0,26287.049562916327,98966,0.21,3.764819622039795
2944,0.0,0.9559099000014516,0.21,98989.0,25152.55975928079,98989,0.21,3.935543775558472
2945,2.0,0.9558217000014544,0.23,99087.0,7029.847405959567,99087,0.23,14.095185041427612
2946,0.0,0.9558010000014552,0.23,99110.0,27125.961702763816,99110,0.23,3.653695344924927
2947,1.0,0.9557371000014572,0.24,99181.0,9383.05179663691,99181,0.24,10.570228338241575
2948,0.0,0.955716400001458,0.24,99204.0,25442.724056711068,99204,0.24,3.899110794067383
2949,0.0,0.9556957000014586,0.24,99227.0,29161.48563889252,99227,0.24,3.40267300605774
2950,0.0,0.9556750000014592,0.24,99250.0,25943.045222393303,99250,0.24,3.825688123703003
2951,0.0,0.95565430000146,0.24,99273.0,29044.4900261768,99273,0.24,3.4179632663726807
2952,0.0,0.9556354000014606,0.24,99294.0,29924.49283224893,99294,0.24,3.3181514739990234
2953,2.0,0.9555472000014636,0.26,99392.0,6711.322441490242,99392,0.26,14.809599876403809
2954,0.0,0.9555283000014642,0.26,99413.0,29651.499701258017,99413,0.26,3.3527140617370605
2955,2.0,0.9554212000014676,0.28,99532.0,5522.250580291567,99532,0.28,18.02381086349488
2956,0.0,0.9554005000014684,0.28,99555.0,30901.740091403342,99555,0.28,3.221663236618042
2957,0.0,0.955381600001469,0.28,99576.0,25501.102962656405,99576,0.28,3.904772281646729
2958,0.0,0.9553609000014696,0.28,99599.0,32324.67478442594,99599,0.28,3.081206560134888
2959,0.0,0.9553402000014704,0.28,99622.0,28167.160454918787,99622,0.28,3.536813735961914
2960,0.0,0.955319500001471,0.28,99645.0,26595.388380182565,99645,0.28,3.746702194213867
2961,0.0,0.9552988000014716,0.28,99668.0,29178.96651549424,99668,0.28,3.415748119354248
