Episode,Total Reward,Epsilon,Avg Reward (Last 100),Total Frames,Frame Rate,Loss,Model Updates,Running Reward,Training Time
54,0.0,1.0,1.3454545454545455,10467.0,3241.0763988922613,0.00024501616,10467,1.3454545454545455,3.229482650756836
55,1.0,1.0,1.3392857142857142,10629.0,2581.46347340881,0.003919838,10629,1.3392857142857142,4.117431879043579
56,0.0,1.0,1.3157894736842106,10759.0,3422.2463132175717,0.0011488029,10759,1.3157894736842106,3.143841505050659
57,3.0,1.0,1.3448275862068966,11031.0,1624.7824723369172,0.0042117652,11031,1.3448275862068966,6.7892165184021
58,2.0,1.0,1.3559322033898304,11249.0,2047.791380485123,0.000637617,11249,1.3559322033898304,5.493235349655151
59,2.0,1.0,1.3666666666666667,11452.0,2288.194567261312,0.0006669976,11452,1.3666666666666667,5.00481915473938
60,0.0,1.0,1.3442622950819672,11592.0,3320.004387124846,0.0041209855,11592,1.3442622950819672,3.4915616512298584
61,1.0,1.0,1.3387096774193548,11758.0,2858.3461291711915,0.007624416,11758,1.3387096774193548,4.113567590713501
62,1.0,1.0,1.3333333333333333,11923.0,2940.579367092612,0.0023040678,11923,1.3333333333333333,4.054643154144287
63,1.0,1.0,1.328125,12102.0,2482.027337304847,0.0027633386,12102,1.328125,4.875852823257446
64,0.0,1.0,1.3076923076923077,12245.0,3074.2681495198303,0.0029631297,12245,1.3076923076923077,3.9830617904663086
65,0.0,1.0,1.2878787878787878,12396.0,3151.619553081532,0.0016721239,12396,1.2878787878787878,3.933215856552124
66,0.0,1.0,1.2686567164179106,12523.0,3919.6198105413614,0.016553719,12523,1.2686567164179106,3.1949527263641357
67,1.0,1.0,1.2647058823529411,12691.0,2944.6490838242794,0.0010052811,12691,1.2647058823529411,4.309851408004761
68,0.0,1.0,1.2463768115942029,12839.0,3437.098969795839,0.008173168,12839,1.2463768115942029,3.735417604446411
69,0.0,1.0,1.2285714285714286,12973.0,3343.644539530347,0.00019181019,12973,1.2285714285714286,3.8798980712890625
70,2.0,1.0,1.2394366197183098,13181.0,2487.2916489630015,0.012282477,13181,1.2394366197183098,5.299338340759277
71,2.0,1.0,1.25,13410.0,2355.3349076153095,0.0028077613,13410,1.25,5.693457841873169
72,1.0,1.0,1.2465753424657535,13581.0,3083.0874207055253,0.0003563663,13581,1.2465753424657535,4.4049999713897705
73,1.0,1.0,1.2432432432432432,13751.0,3121.599337879172,0.0027569467,13751,1.2432432432432432,4.405113697052002
74,3.0,1.0,1.2666666666666666,13983.0,2297.87588756796,0.0052328063,13983,1.2666666666666666,6.0851850509643555
75,2.0,1.0,1.2763157894736843,14200.0,2527.474998483959,0.001440236,14200,1.2763157894736843,5.618255376815796
76,0.0,1.0,1.2597402597402598,14326.0,4426.98035193874,0.010202517,14326,1.2597402597402598,3.2360658645629883
77,0.0,1.0,1.2435897435897436,14463.0,4171.752652586794,0.014044194,14463,1.2435897435897436,3.466888189315796
78,5.0,1.0,1.2911392405063291,14819.0,1610.872197409714,0.041372605,14819,1.2911392405063291,9.199364185333252
79,2.0,1.0,1.3,15025.0,2735.6521100442073,0.00027873513,15025,1.3,5.4922919273376465
80,2.0,1.0,1.308641975308642,15246.0,2695.3086223596483,0.0019142197,15246,1.308641975308642,5.656495094299316
81,4.0,1.0,1.3414634146341464,15539.0,2007.8840516273601,0.002686276,15539,1.3414634146341464,7.738992691040039
82,0.0,1.0,1.3253012048192772,15669.0,4439.172722362733,0.01779006,15669,1.3253012048192772,3.5297117233276367
83,0.0,1.0,1.3095238095238095,15800.0,4410.414300736067,0.0027732009,15800,1.3095238095238095,3.582429885864258
84,2.0,1.0,1.3176470588235294,16014.0,2906.998256257672,0.00048496766,16014,1.3176470588235294,5.508775234222412
85,2.0,1.0,1.3255813953488371,16223.0,2896.3141222578706,0.0031714477,16223,1.3255813953488371,5.601257085800171
86,2.0,1.0,1.3333333333333333,16413.0,3315.0189145164136,0.002776357,16413,1.3333333333333333,4.95110297203064
87,1.0,1.0,1.3295454545454546,16594.0,3411.592828821569,0.0008005616,16594,1.3295454545454546,4.864003658294678
88,0.0,1.0,1.3146067415730338,16731.0,4503.978282803128,0.004494422,16731,1.3146067415730338,3.7147159576416016
89,3.0,1.0,1.3333333333333333,16956.0,2806.9307839339244,0.0019451992,16956,1.3333333333333333,6.040761709213257
90,1.0,1.0,1.3296703296703296,17140.0,3475.292703798593,0.0014456838,17140,1.3296703296703296,4.9319586753845215
91,3.0,1.0,1.3478260869565217,17407.0,2422.4915586528127,0.0014077041,17407,1.3478260869565217,7.185577154159546
92,1.0,1.0,1.3440860215053763,17574.0,3638.117340536254,0.0023256445,17574,1.3440860215053763,4.830520391464233
93,3.0,1.0,1.3617021276595744,17820.0,2612.967924390772,0.00059207634,17820,1.3617021276595744,6.819831132888794
94,2.0,1.0,1.368421052631579,18022.0,3382.4077198088,0.0017679164,18022,1.368421052631579,5.328157186508179
95,1.0,1.0,1.3645833333333333,18203.0,3664.4581395106625,0.0014586517,18203,1.3645833333333333,4.967446565628052
96,1.0,1.0,1.3608247422680413,18369.0,4146.216778662796,0.0030672965,18369,1.3608247422680413,4.4303038120269775
97,1.0,1.0,1.3571428571428572,18576.0,3350.0090294529123,0.012965074,18576,1.3571428571428572,5.545059680938721
98,2.0,1.0,1.3636363636363635,18777.0,3449.6848344687596,0.0017957083,18777,1.3636363636363635,5.443105936050415
99,1.0,1.0,1.36,18959.0,3642.309573145671,0.0032532446,18959,1.36,5.205213785171509
100,4.0,1.0,1.37,19245.0,2117.7880814054392,0.0028826923,19245,1.37,9.087311506271362
101,7.0,1.0,1.44,19662.0,1660.0315834412884,0.0002731745,19662,1.44,11.844352960586548
102,5.0,1.0,1.48,19990.0,1820.317654073689,0.001537338,19990,1.48,10.981599807739258
103,1.0,1.0,1.47,20175.0,3548.3939402783494,0.005302679,20175,1.47,5.685670852661133
104,1.0,1.0,1.48,20358.0,3914.6129967366933,0.00240393,20358,1.48,5.200514078140259
105,2.0,1.0,1.49,20565.0,3050.7533313642425,0.0016648214,20565,1.49,6.740957975387573
106,0.0,1.0,1.48,20701.0,4855.033184505636,0.00085114804,20701,1.48,4.263822555541992
107,1.0,1.0,1.48,20888.0,3303.8643229722607,0.005061173,20888,1.48,6.322293519973755
108,1.0,1.0,1.49,21053.0,4260.068054425709,0.032836057,21053,1.49,4.941939830780029
109,3.0,1.0,1.51,21282.0,3382.5610338217916,0.002805166,21282,1.51,6.291682481765747
110,1.0,1.0,1.49,21458.0,4077.6584174178956,0.0039279372,21458,1.49,5.262333869934082
111,0.0,1.0,1.47,21600.0,4959.524404003685,0.00022685698,21600,1.47,4.3552563190460205
112,3.0,1.0,1.49,21857.0,2903.0839359013585,0.0029123866,21857,1.49,7.528890132904053
113,3.0,1.0,1.52,22091.0,2933.1962491225154,0.00051089603,22091,1.52,7.53137469291687
114,0.0,1.0,1.52,22220.0,5436.75081495171,0.00034659423,22220,1.52,4.086999893188477
115,2.0,1.0,1.53,22452.0,3326.1643024373548,0.00045887975,22452,1.53,6.750117540359497
116,0.0,1.0,1.51,22585.0,6103.83489861324,0.0012590715,22585,1.51,3.7001328468322754
117,2.0,1.0,1.51,22790.0,3606.1249285853764,0.0008042087,22790,1.51,6.319803237915039
118,1.0,1.0,1.52,22956.0,4048.1142776852193,0.0016975255,22956,1.52,5.670788526535034
119,0.0,1.0,1.52,23082.0,5324.964259464286,0.0012165306,23082,1.52,4.33467698097229
120,0.0,1.0,1.47,23234.0,4644.399792244513,0.002763143,23234,1.47,5.002583980560303
121,0.0,1.0,1.46,23370.0,5886.369854659862,0.0020587717,23370,1.46,3.970188856124878
122,3.0,1.0,1.48,23658.0,2809.1689997979233,0.0040009045,23658,1.48,8.42170763015747
123,3.0,1.0,1.48,23895.0,3539.2901805720403,0.0016497286,23895,1.48,6.751353740692139
124,2.0,1.0,1.48,24105.0,3949.295321486662,0.012887233,24105,1.48,6.103620529174805
125,1.0,1.0,1.48,24265.0,5509.232906929631,0.0017193865,24265,1.48,4.404424428939819
126,1.0,1.0,1.45,24448.0,4352.091158394586,0.00064541434,24448,1.45,5.617529392242432
127,0.0,1.0,1.42,24585.0,6080.173136730563,0.0022088864,24585,1.42,4.04347038269043
128,2.0,1.0,1.44,24825.0,3715.122488124114,0.0017894306,24825,1.44,6.682148456573486
129,3.0,1.0,1.44,25068.0,3640.658435042128,0.0016646798,25068,1.44,6.885567665100098
130,2.0,1.0,1.45,25287.0,3752.3510355272947,0.0013508163,25287,1.45,6.7389750480651855
131,2.0,1.0,1.44,25502.0,4115.877188385856,0.0015843245,25502,1.44,6.1960060596466064
132,2.0,1.0,1.44,25751.0,3637.9753350325086,0.0012741493,25751,1.44,7.07838773727417
133,2.0,1.0,1.42,25973.0,4086.824128705859,0.0037137282,25973,1.42,6.35530161857605
134,1.0,1.0,1.41,26152.0,4934.210928093888,0.0026564894,26152,1.41,5.300138235092163
135,1.0,1.0,1.4,26309.0,5831.071526043366,0.0020022548,26309,1.4,4.511863708496094
136,1.0,1.0,1.39,26479.0,5420.592536720824,0.00920143,26479,1.39,4.88489031791687
137,1.0,1.0,1.39,26662.0,5080.867325741752,0.0016614607,26662,1.39,5.2475292682647705
138,2.0,1.0,1.41,26846.0,4881.868624739036,0.007031843,26846,1.41,5.499123811721802
139,0.0,1.0,1.41,26978.0,6642.203777371869,0.0074679544,26978,1.41,4.061603784561157
140,0.0,1.0,1.4,27125.0,6085.9139869442015,0.0013217077,27125,1.4,4.457013368606567
141,0.0,1.0,1.4,27258.0,6333.6655660749475,0.00050487986,27258,1.4,4.303668975830078
142,2.0,1.0,1.42,27466.0,4315.163778272753,0.00031305494,27466,1.42,6.364995956420898
143,2.0,1.0,1.42,27682.0,4107.642565080961,0.0016861088,27682,1.42,6.739145278930664
144,0.0,1.0,1.41,27812.0,6364.3588241439975,0.0152239995,27812,1.41,4.3699610233306885
145,1.0,1.0,1.42,27995.0,5220.520062223223,0.0002453555,27995,1.42,5.362492561340332
146,1.0,1.0,1.42,28178.0,5210.8209134569815,0.0026016852,28178,1.42,5.407593250274658
147,1.0,1.0,1.43,28376.0,4660.168804141503,0.002067973,28376,1.43,6.089049816131592
148,1.0,1.0,1.44,28546.0,5709.070690890399,0.009333259,28546,1.44,5.000113248825073
149,1.0,1.0,1.43,28713.0,5542.659292166749,0.0016461984,28713,1.43,5.180365324020386
150,0.0,1.0,1.43,28854.0,6813.304626079476,0.0012477075,28854,1.43,4.234949350357056
151,2.0,1.0,1.44,29051.0,4994.018816233432,0.0041515054,29051,1.44,5.8171586990356445
152,1.0,1.0,1.43,29227.0,5373.377963486412,0.004273511,29227,1.43,5.439222812652588
153,4.0,1.0,1.44,29484.0,3757.214462647385,0.0013513159,29484,1.44,7.8473029136657715
154,0.0,1.0,1.44,29618.0,7448.011060479865,0.0024545274,29618,1.44,3.9766321182250977
155,2.0,1.0,1.45,29822.0,4850.0763843637915,0.019016827,29822,1.45,6.14876914024353
156,0.0,1.0,1.45,29963.0,7065.796478029613,0.00023746284,29963,1.45,4.240569353103638
157,2.0,1.0,1.44,30165.0,4843.8641791928185,0.0014959588,30165,1.44,6.227466106414795
158,0.0,1.0,1.42,30313.0,6538.038041092954,0.005410862,30313,1.42,4.636406183242798
159,1.0,1.0,1.41,30466.0,6568.913688399887,0.0018368387,30466,1.41,4.6379053592681885
160,0.0,1.0,1.41,30601.0,7134.682383473894,0.0050645396,30601,1.41,4.289048671722412
161,1.0,1.0,1.41,30788.0,5453.807621751537,0.016702438,30788,1.41,5.645230293273926
162,0.0,1.0,1.4,30912.0,8325.569391386183,0.0002995201,30912,1.4,3.7128992080688477
163,2.0,1.0,1.41,31120.0,4871.649578828603,0.0021099793,31120,1.41,6.387979984283447
164,0.0,1.0,1.41,31247.0,8176.528522773099,0.000278644,31247,1.41,3.8215484619140625
165,0.0,1.0,1.41,31391.0,6808.123520146505,0.025566388,31391,1.41,4.6108152866363525
166,1.0,1.0,1.42,31550.0,6429.336327108443,0.0017401031,31550,1.42,4.907193899154663
167,0.0,1.0,1.41,31690.0,7344.054892043893,0.00027428562,31690,1.41,4.315054893493652
168,0.0,1.0,1.41,31839.0,6965.699697878609,0.0017947664,31839,1.41,4.570825815200806
169,1.0,1.0,1.42,32003.0,6326.323425902396,0.003924066,32003,1.42,5.058704376220703
170,1.0,1.0,1.41,32194.0,5483.039969328109,0.0030196337,32194,1.41,5.871560335159302
171,3.0,1.0,1.42,32446.0,4056.841877788255,0.0029956233,32446,1.42,7.997846841812134
172,3.0,1.0,1.44,32743.0,3537.522712495534,0.0056487797,32743,1.44,9.25591230392456
173,1.0,1.0,1.44,32924.0,5745.69028894368,0.0073519386,32924,1.44,5.730207920074463
174,2.0,1.0,1.43,33135.0,5082.783814558068,0.0039732046,33135,1.43,6.5190653800964355
175,2.0,1.0,1.43,33335.0,5281.641481207932,0.002097949,33335,1.43,6.3114848136901855
176,0.0,1.0,1.43,33475.0,7385.849474608216,0.0015740858,33475,1.43,4.532315492630005
177,4.0,1.0,1.47,33762.0,3764.0537682431213,0.002290593,33762,1.47,8.969584941864014
178,1.0,1.0,1.43,33936.0,6218.593402977306,0.00094319304,33936,1.43,5.4571826457977295
179,1.0,1.0,1.42,34102.0,6541.252252271616,0.0021359972,34102,1.42,5.213374853134155
180,1.0,1.0,1.41,34283.0,5973.409534203636,0.0028797707,34283,1.41,5.7392683029174805
181,2.0,1.0,1.39,34507.0,4811.064736782796,0.0036841698,34507,1.39,7.172424793243408
182,1.0,1.0,1.4,34700.0,5492.852888684872,0.0020130556,34700,1.4,6.317300081253052
183,0.0,1.0,1.4,34837.0,8091.998183969958,0.0041063586,34837,1.4,4.305117130279541
184,0.0,1.0,1.38,34986.0,7164.90819692078,0.0036722138,34986,1.38,4.882965564727783
185,1.0,1.0,1.37,35156.0,6228.289161159775,0.0018846642,35156,1.37,5.6445677280426025
186,3.0,1.0,1.38,35410.0,4197.989481474459,0.0048486814,35410,1.38,8.434990167617798
187,3.0,1.0,1.4,35671.0,4225.965032858664,0.0016745526,35671,1.4,8.440912246704102
188,3.0,1.0,1.43,35961.0,3808.3199066802167,0.004115475,35961,1.43,9.442746639251709
189,3.0,1.0,1.43,36198.0,4633.329153211636,0.001506265,36198,1.43,7.812525033950806
190,4.0,1.0,1.46,36491.0,3553.4867866052605,0.0005993732,36491,1.46,10.269068717956543
191,1.0,1.0,1.44,36661.0,6493.6697547139875,0.0016637549,36661,1.44,5.6456520557403564
192,0.0,1.0,1.43,36801.0,7989.312573779901,0.00014634538,36801,1.43,4.606278657913208
193,0.0,1.0,1.4,36927.0,9073.383982372863,0.0027737916,36927,1.4,4.069815635681152
194,3.0,1.0,1.41,37189.0,4218.88890606091,0.0019364819,37189,1.41,8.814880132675171
195,2.0,1.0,1.42,37411.0,5181.238961696441,0.00058016117,37411,1.42,7.220473766326904
196,0.0,1.0,1.41,37542.0,8135.362919994972,0.0015542712,37542,1.41,4.614668130874634
197,0.0,1.0,1.4,37674.0,8585.244602812074,0.00049325684,37674,1.4,4.388226747512817
198,1.0,1.0,1.39,37839.0,6924.357843163133,0.0011731096,37839,1.39,5.464622259140015
199,0.0,1.0,1.38,37977.0,8084.964026758376,0.00043099286,37977,1.38,4.697237968444824
200,2.0,1.0,1.36,38185.0,5416.029842904884,0.00045732345,38185,1.36,7.05036735534668
201,0.0,1.0,1.29,38331.0,7633.963493582502,0.00017470872,38331,1.29,5.021113872528076
202,2.0,1.0,1.26,38545.0,5573.779313509523,0.0043846886,38545,1.26,6.915415525436401
203,0.0,1.0,1.25,38670.0,9288.974591038817,0.004746931,38670,1.25,4.162999868392944
204,0.0,1.0,1.24,38803.0,8632.95376351495,0.0004278492,38803,1.24,4.49475359916687
205,1.0,1.0,1.23,38963.0,7238.5558095195065,0.0018992793,38963,1.23,5.382703542709351
206,1.0,1.0,1.24,39126.0,7108.157211637835,0.0042175227,39126,1.24,5.504380226135254
207,0.0,1.0,1.23,39265.0,8376.53887201972,0.0026339558,39265,1.23,4.687496900558472
208,0.0,1.0,1.22,39397.0,8416.674405649359,0.0010192076,39397,1.22,4.680827379226685
209,2.0,1.0,1.21,39589.0,6130.755984258731,0.0029897601,39589,1.21,6.457441806793213
210,0.0,1.0,1.2,39722.0,8661.683253819656,0.0007546246,39722,1.2,4.585944652557373
211,2.0,1.0,1.22,39955.0,5068.402725655083,0.0038945312,39955,1.22,7.8831541538238525
212,4.0,1.0,1.23,40236.0,4119.400951742097,0.002644928,40236,1.23,9.767439603805542
213,0.0,1.0,1.2,40372.0,8335.166066572567,0.0017790587,40372,1.2,4.84357476234436
214,0.0,1.0,1.2,40509.0,8585.327700366222,0.00334899,40509,1.2,4.718398809432983
215,2.0,1.0,1.2,40738.0,5237.379132023872,0.00030752335,40738,1.2,7.778317928314209
216,3.0,1.0,1.23,40998.0,4606.970475568664,0.012063475,40998,1.23,8.899123668670654
217,1.0,1.0,1.22,41174.0,6755.764866925186,0.0022592414,41174,1.22,6.094646692276001
218,2.0,1.0,1.23,41381.0,5565.908947152973,0.004707538,41381,1.23,7.434724569320679
219,2.0,1.0,1.25,41615.0,5225.975635880921,0.00583467,41615,1.25,7.963106393814087
220,1.0,1.0,1.26,41795.0,6712.000532668871,0.0022207769,41795,1.26,6.2269065380096436
221,2.0,1.0,1.28,42020.0,5320.147482281937,0.005710803,42020,1.28,7.898277282714844
222,2.0,1.0,1.27,42218.0,6187.738752266215,0.0015582003,42218,1.27,6.822847843170166
223,2.0,1.0,1.26,42431.0,5661.5616651079245,0.0006314224,42431,1.26,7.494575262069702
224,5.0,1.0,1.29,42738.0,4040.943217536545,0.0018034994,42738,1.29,10.57624363899231
225,2.0,1.0,1.3,42970.0,5048.282767989859,0.0010045526,42970,1.3,8.511805295944214
226,1.0,1.0,1.3,43135.0,6710.33482556723,0.0007523915,43135,1.3,6.428144216537476
227,2.0,1.0,1.32,43322.0,6171.837366499946,0.003884923,43322,1.32,7.019303560256958
228,1.0,1.0,1.31,43482.0,7293.847487542786,0.0011358629,43482,1.31,5.961462736129761
229,2.0,1.0,1.3,43689.0,5877.080462256268,0.0018390822,43689,1.3,7.433793067932129
230,0.0,1.0,1.28,43832.0,8473.128969280351,0.0043956107,43832,1.28,5.173059463500977
231,1.0,1.0,1.27,44045.0,5670.441874156285,0.002138609,44045,1.27,7.767472267150879
232,0.0,1.0,1.25,44174.0,9680.353352006898,0.0040983926,44174,1.25,4.563263177871704
233,4.0,1.0,1.27,44469.0,4101.927114435487,0.00063276704,44469,1.27,10.841001987457275
234,1.0,1.0,1.27,44625.0,7925.970395695899,0.0020193239,44625,1.27,5.630225419998169
235,3.0,1.0,1.29,44879.0,4990.411984231526,0.0036490145,44879,1.29,8.993045091629028
236,1.0,1.0,1.29,45049.0,7126.432072708245,0.020714793,45049,1.29,6.321396112442017
237,1.0,1.0,1.29,45221.0,7301.64901484266,0.0019151417,45221,1.29,6.19325852394104
238,2.0,1.0,1.29,45448.0,5514.080509919317,0.0020879463,45448,1.29,8.242172002792358
239,2.0,1.0,1.31,45675.0,5492.717786770147,0.0037985684,45675,1.31,8.315555572509766
240,4.0,1.0,1.35,45964.0,4257.109799198805,0.0023149624,45964,1.35,10.796996593475342
241,0.0,1.0,1.35,46098.0,9549.22472557879,0.0035589663,46098,1.35,4.827407598495483
242,2.0,1.0,1.35,46316.0,5749.706320914448,0.0038716025,46316,1.35,8.055367946624756
243,2.0,1.0,1.35,46536.0,5567.842345839324,0.0017596742,46536,1.35,8.35799527168274
244,4.0,1.0,1.39,46836.0,4183.335917740823,0.0019082264,46836,1.39,11.195849657058716
245,3.0,1.0,1.41,47073.0,5394.820560360173,0.0018390968,47073,1.41,8.72559142112732
246,2.0,1.0,1.42,47291.0,5799.583478718011,0.002755326,47291,1.42,8.154206275939941
247,0.0,1.0,1.41,47423.0,9754.936827536962,0.0037245322,47423,1.41,4.861435890197754
248,3.0,1.0,1.43,47696.0,4584.004761004346,0.0058722394,47696,1.43,10.404875755310059
249,2.0,1.0,1.44,47910.0,6021.605678571759,0.0039226143,47910,1.44,7.956349611282349
250,0.0,1.0,1.44,48041.0,9558.307156381854,0.009418648,48041,1.44,5.02609920501709
251,2.0,1.0,1.44,48247.0,6301.4350898509765,0.022315335,48247,1.44,7.656509876251221
252,0.0,1.0,1.43,48377.0,9809.046879243553,0.00050262304,48377,1.43,4.931875705718994
253,1.0,1.0,1.4,48547.0,7593.95610994205,0.0020512887,48547,1.4,6.392847061157227
254,3.0,1.0,1.43,48797.0,5040.098335938143,0.0024233412,48797,1.43,9.681755542755127
255,1.0,1.0,1.42,48977.0,7231.127145799185,0.00035902907,48977,1.42,6.7730796337127686
256,3.0,1.0,1.45,49232.0,5093.695139345735,0.00021311609,49232,1.45,9.665282011032104
257,2.0,1.0,1.45,49426.0,6770.435770144992,0.00033509318,49426,1.45,7.300268650054932
258,2.0,1.0,1.47,49636.0,6002.371827677529,0.00054761,49636,1.47,8.269397735595703
259,1.0,1.0,1.47,49802.0,8066.51495082812,0.0025738622,49802,1.47,6.173917770385742
260,0.0,1.0,1.47,49932.0,9868.719927002663,0.0044545266,49932,1.47,5.059622764587402
261,1.0,0.999911714285715,1.47,50103.0,7749.267094062637,0.0052501624,50103,1.47,6.465514659881592
262,1.0,0.9997582857142877,1.48,50282.0,7283.44105934082,0.009608551,50282,1.48,6.903604984283447
263,1.0,0.9996057142857175,1.47,50460.0,7237.454811426902,0.0038464821,50460,1.47,6.972064256668091
264,0.0,0.9994874285714328,1.47,50598.0,9547.214286096672,0.0020530284,50598,1.47,5.2997658252716064
265,4.0,0.999242285714292,1.51,50884.0,4538.583821940616,0.0010170091,50884,1.51,11.211426734924316
266,0.0,0.999122285714293,1.5,51024.0,9393.039530791686,0.0032644428,51024,1.5,5.432107448577881
